Donor,Replicate,Condition,Group,Tissue,Layer,Target cell,Cells,Area mm^2,Total cells
2302,3,Circumcised,Non infected,Shaft,Connective,CCR10+,9,368.5,1468
2302,3,Circumcised,Non infected,Shaft,Connective,CD4+,10,368.5,1468
2302,3,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,12,368.5,1468
2302,3,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,32,368.5,1468
2302,3,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,99,368.5,1468
2302,3,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,226.9,1801
2302,3,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,226.9,1801
2302,3,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,226.9,1801
2302,3,Circumcised,Non infected,Shaft,Epithelium,CCR10+,3,226.9,1801
2302,3,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,3,226.9,1801
2302,3,Circumcised,Non infected,Shaft,Epithelium,CD4+,4,226.9,1801
2302,3,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,21,226.9,1801
2302,4,Circumcised,Non infected,Shaft,All tissue,CCR10+,1,522.9,3207
2302,4,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,4,522.9,3207
2302,4,Circumcised,Non infected,Shaft,All tissue,CD3+,5,522.9,3207
2302,4,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,15,522.9,3207
2302,4,Circumcised,Non infected,Shaft,All tissue,CD4+,29,522.9,3207
2302,4,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,43,522.9,3207
2302,4,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,171,522.9,3207
2302,4,Circumcised,Non infected,Shaft,Connective,CCR10+,1,340.9,1584
2302,4,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,1,340.9,1584
2302,4,Circumcised,Non infected,Shaft,Connective,CD3+,5,340.9,1584
2302,4,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,15,340.9,1584
2302,4,Circumcised,Non infected,Shaft,Connective,CD4+,28,340.9,1584
2302,4,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,37,340.9,1584
2302,4,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,147,340.9,1584
2302,4,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,182,1623
2302,4,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,182,1623
2302,4,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,182,1623
2302,4,Circumcised,Non infected,Shaft,Epithelium,CD4+,1,182,1623
2302,4,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,3,182,1623
2302,4,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,6,182,1623
2302,4,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,24,182,1623
2283,1,Circumcised,4h,Glans,All tissue,CCR10+,3,215.1,1746
2283,1,Circumcised,4h,Glans,All tissue,CD4+,5,215.1,1746
2283,1,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,18,215.1,1746
2283,1,Circumcised,4h,Glans,All tissue,CD3+CCR10+,162,215.1,1746
2283,1,Circumcised,4h,Glans,All tissue,CD3+,0,215.1,1746
2283,1,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,215.1,1746
2283,1,Circumcised,4h,Glans,All tissue,CD4+CD3+,0,215.1,1746
2283,1,Circumcised,4h,Glans,Connective,CCR10+,2,82.6,719
2283,1,Circumcised,4h,Glans,Connective,CD4+,5,82.6,719
2283,1,Circumcised,4h,Glans,Connective,CD4+CD3+CCR10+,12,82.6,719
2283,1,Circumcised,4h,Glans,Connective,CD3+CCR10+,117,82.6,719
2283,1,Circumcised,4h,Glans,Connective,CD3+,0,82.6,719
2283,1,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,82.6,719
2283,1,Circumcised,4h,Glans,Connective,CD4+CD3+,0,82.6,719
2283,1,Circumcised,4h,Glans,Epithelium,CD3+,0,132.5,1027
2283,1,Circumcised,4h,Glans,Epithelium,CD4+,0,132.5,1027
2283,1,Circumcised,4h,Glans,Epithelium,CD4+CCR10+,0,132.5,1027
2283,1,Circumcised,4h,Glans,Epithelium,CD4+CD3+,0,132.5,1027
2283,1,Circumcised,4h,Glans,Epithelium,CCR10+,1,132.5,1027
2283,1,Circumcised,4h,Glans,Epithelium,CD4+CD3+CCR10+,6,132.5,1027
2283,1,Circumcised,4h,Glans,Epithelium,CD3+CCR10+,45,132.5,1027
2283,2,Circumcised,4h,Glans,All tissue,CCR10+,1,333,2358
2283,2,Circumcised,4h,Glans,All tissue,CD4+,3,333,2358
2283,2,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,24,333,2358
2283,2,Circumcised,4h,Glans,All tissue,CD3+CCR10+,127,333,2358
2283,2,Circumcised,4h,Glans,All tissue,CD3+,0,333,2358
2283,2,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,333,2358
2283,2,Circumcised,4h,Glans,All tissue,CD4+CD3+,0,333,2358
2283,2,Circumcised,4h,Glans,Connective,CCR10+,0,36.8,193
2283,2,Circumcised,4h,Glans,Connective,CD4+,2,36.8,193
2283,2,Circumcised,4h,Glans,Connective,CD4+CD3+CCR10+,8,36.8,193
2283,2,Circumcised,4h,Glans,Connective,CD3+CCR10+,27,36.8,193
2283,2,Circumcised,4h,Glans,Connective,CD3+,0,36.8,193
2283,2,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,36.8,193
2283,2,Circumcised,4h,Glans,Connective,CD4+CD3+,0,36.8,193
2283,2,Circumcised,4h,Glans,Epithelium,CD3+,0,296.2,2165
2283,2,Circumcised,4h,Glans,Epithelium,CD4+CCR10+,0,296.2,2165
2283,2,Circumcised,4h,Glans,Epithelium,CD4+CD3+,0,296.2,2165
2283,2,Circumcised,4h,Glans,Epithelium,CD4+,1,296.2,2165
2283,2,Circumcised,4h,Glans,Epithelium,CCR10+,1,296.2,2165
2283,2,Circumcised,4h,Glans,Epithelium,CD4+CD3+CCR10+,16,296.2,2165
2283,2,Circumcised,4h,Glans,Epithelium,CD3+CCR10+,100,296.2,2165
2283,1,Circumcised,Non infected,Glans,All tissue,CCR10+,1,443.3,2858
2283,1,Circumcised,Non infected,Glans,All tissue,CD4+,6,443.3,2858
2283,1,Circumcised,Non infected,Glans,All tissue,CD4+CD3+CCR10+,19,443.3,2858
2283,1,Circumcised,Non infected,Glans,All tissue,CD3+CCR10+,47,443.3,2858
2283,1,Circumcised,Non infected,Glans,All tissue,CD3+,0,443.3,2858
2283,1,Circumcised,Non infected,Glans,All tissue,CD4+CCR10+,0,443.3,2858
2283,1,Circumcised,Non infected,Glans,All tissue,CD4+CD3+,0,443.3,2858
2283,1,Circumcised,Non infected,Glans,Connective,CD3+,0,157.7,828
2283,1,Circumcised,Non infected,Glans,Connective,CCR10+,0,157.7,828
2283,1,Circumcised,Non infected,Glans,Connective,CD4+CCR10+,0,157.7,828
2283,1,Circumcised,Non infected,Glans,Connective,CD4+CD3+,0,157.7,828
2283,1,Circumcised,Non infected,Glans,Connective,CD4+,4,157.7,828
2283,1,Circumcised,Non infected,Glans,Connective,CD4+CD3+CCR10+,9,157.7,828
2283,1,Circumcised,Non infected,Glans,Connective,CD3+CCR10+,19,157.7,828
2283,1,Circumcised,Non infected,Glans,Epithelium,CCR10+,1,285.6,2030
2283,1,Circumcised,Non infected,Glans,Epithelium,CD4+,2,285.6,2030
2283,1,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+CCR10+,10,285.6,2030
2283,1,Circumcised,Non infected,Glans,Epithelium,CD3+CCR10+,28,285.6,2030
2283,1,Circumcised,Non infected,Glans,Epithelium,CD3+,0,285.6,2030
2283,1,Circumcised,Non infected,Glans,Epithelium,CD4+CCR10+,0,285.6,2030
2283,1,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+,0,285.6,2030
2283,2,Circumcised,Non infected,Glans,All tissue,CD4+,7,432.6,2763
2283,2,Circumcised,Non infected,Glans,All tissue,CD4+CD3+CCR10+,32,432.6,2763
2283,2,Circumcised,Non infected,Glans,All tissue,CD3+CCR10+,64,432.6,2763
2283,2,Circumcised,Non infected,Glans,All tissue,CD3+,0,432.6,2763
2283,2,Circumcised,Non infected,Glans,All tissue,CCR10+,0,432.6,2763
2283,2,Circumcised,Non infected,Glans,All tissue,CD4+CCR10+,0,432.6,2763
2283,2,Circumcised,Non infected,Glans,All tissue,CD4+CD3+,0,432.6,2763
2283,2,Circumcised,Non infected,Glans,Connective,CD3+,0,157.9,779
2283,2,Circumcised,Non infected,Glans,Connective,CCR10+,0,157.9,779
2283,2,Circumcised,Non infected,Glans,Connective,CD4+CCR10+,0,157.9,779
2283,2,Circumcised,Non infected,Glans,Connective,CD4+CD3+,0,157.9,779
2283,2,Circumcised,Non infected,Glans,Connective,CD4+,3,157.9,779
2283,2,Circumcised,Non infected,Glans,Connective,CD4+CD3+CCR10+,23,157.9,779
2283,2,Circumcised,Non infected,Glans,Connective,CD3+CCR10+,26,157.9,779
2283,2,Circumcised,Non infected,Glans,Epithelium,CD4+,4,274.6,1984
2283,2,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+CCR10+,9,274.6,1984
2283,2,Circumcised,Non infected,Glans,Epithelium,CD3+CCR10+,38,274.6,1984
2283,2,Circumcised,Non infected,Glans,Epithelium,CD3+,0,274.6,1984
2283,2,Circumcised,Non infected,Glans,Epithelium,CCR10+,0,274.6,1984
2283,2,Circumcised,Non infected,Glans,Epithelium,CD4+CCR10+,0,274.6,1984
2283,2,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+,0,274.6,1984
2283,1,Circumcised,4h,Shaft,All tissue,CD3+,1,494.8,2913
2283,1,Circumcised,4h,Shaft,All tissue,CD4+CD3+,6,494.8,2913
2283,1,Circumcised,4h,Shaft,All tissue,CD4+,18,494.8,2913
2283,1,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,98,494.8,2913
2283,1,Circumcised,4h,Shaft,All tissue,CD3+CCR10+,106,494.8,2913
2283,1,Circumcised,4h,Shaft,All tissue,CCR10+,0,494.8,2913
2283,1,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,0,494.8,2913
2283,1,Circumcised,4h,Shaft,Connective,CCR10+,0,213.7,716
2283,1,Circumcised,4h,Shaft,Connective,CD4+CCR10+,0,213.7,716
2283,1,Circumcised,4h,Shaft,Connective,CD3+,1,213.7,716
2283,1,Circumcised,4h,Shaft,Connective,CD4+CD3+,5,213.7,716
2283,1,Circumcised,4h,Shaft,Connective,CD4+,18,213.7,716
2283,1,Circumcised,4h,Shaft,Connective,CD3+CCR10+,31,213.7,716
2283,1,Circumcised,4h,Shaft,Connective,CD4+CD3+CCR10+,87,213.7,716
2283,1,Circumcised,4h,Shaft,Epithelium,CD3+,0,281.1,2197
2283,1,Circumcised,4h,Shaft,Epithelium,CD4+,0,281.1,2197
2283,1,Circumcised,4h,Shaft,Epithelium,CD4+CD3+,1,281.1,2197
2283,1,Circumcised,4h,Shaft,Epithelium,CD4+CD3+CCR10+,11,281.1,2197
2283,1,Circumcised,4h,Shaft,Epithelium,CD3+CCR10+,75,281.1,2197
2283,1,Circumcised,4h,Shaft,Epithelium,CCR10+,0,281.1,2197
2283,1,Circumcised,4h,Shaft,Epithelium,CD4+CCR10+,0,281.1,2197
2283,1,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,1,688.7,3853
2283,1,Circumcised,Non infected,Shaft,All tissue,CD3+,2,688.7,3853
2283,1,Circumcised,Non infected,Shaft,All tissue,CCR10+,3,688.7,3853
2283,1,Circumcised,Non infected,Shaft,All tissue,CD4+,8,688.7,3853
2283,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,67,688.7,3853
2283,1,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,101,688.7,3853
2283,1,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,688.7,3853
2283,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,363.3,1222
2283,1,Circumcised,Non infected,Shaft,Connective,CD3+,1,363.3,1222
2283,1,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,1,363.3,1222
2283,1,Circumcised,Non infected,Shaft,Connective,CD4+,3,363.3,1222
2283,1,Circumcised,Non infected,Shaft,Connective,CCR10+,3,363.3,1222
2283,1,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,33,363.3,1222
2283,1,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,59,363.3,1222
2283,1,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,325.5,2631
2283,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,325.5,2631
2283,1,Circumcised,Non infected,Shaft,Epithelium,CD3+,1,325.5,2631
2283,1,Circumcised,Non infected,Shaft,Epithelium,CD4+,5,325.5,2631
2283,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,8,325.5,2631
2283,1,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,68,325.5,2631
2283,1,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,325.5,2631
2283,2,Circumcised,Non infected,Shaft,All tissue,CD4+,18,681.8,3575
2283,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,46,681.8,3575
2283,2,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,81,681.8,3575
2283,2,Circumcised,Non infected,Shaft,All tissue,CD3+,0,681.8,3575
2283,2,Circumcised,Non infected,Shaft,All tissue,CCR10+,0,681.8,3575
2283,2,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,0,681.8,3575
2283,2,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,681.8,3575
2283,2,Circumcised,Non infected,Shaft,Connective,CD3+,0,360.4,1115
2283,2,Circumcised,Non infected,Shaft,Connective,CCR10+,0,360.4,1115
2283,2,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,0,360.4,1115
2283,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,360.4,1115
2283,2,Circumcised,Non infected,Shaft,Connective,CD4+,11,360.4,1115
2283,2,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,17,360.4,1115
2283,2,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,38,360.4,1115
2283,2,Circumcised,Non infected,Shaft,Epithelium,CD4+,7,321.4,2460
2283,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,8,321.4,2460
2283,2,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,64,321.4,2460
2283,2,Circumcised,Non infected,Shaft,Epithelium,CD3+,0,321.4,2460
2283,2,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,321.4,2460
2283,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,321.4,2460
2283,2,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,321.4,2460
2283,3,Circumcised,Non infected,Shaft,All tissue,CD3+,1,580.4,3336
2283,3,Circumcised,Non infected,Shaft,All tissue,CD4+CCR10+,1,580.4,3336
2283,3,Circumcised,Non infected,Shaft,All tissue,CD4+,13,580.4,3336
2283,3,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,43,580.4,3336
2283,3,Circumcised,Non infected,Shaft,All tissue,CD3+CCR10+,83,580.4,3336
2283,3,Circumcised,Non infected,Shaft,All tissue,CCR10+,0,580.4,3336
2283,3,Circumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,580.4,3336
2283,3,Circumcised,Non infected,Shaft,Connective,CD3+,0,303.6,1205
2283,3,Circumcised,Non infected,Shaft,Connective,CCR10+,0,303.6,1205
2283,3,Circumcised,Non infected,Shaft,Connective,CD4+CD3+,0,303.6,1205
2283,3,Circumcised,Non infected,Shaft,Connective,CD4+CCR10+,1,303.6,1205
2283,3,Circumcised,Non infected,Shaft,Connective,CD4+,4,303.6,1205
2283,3,Circumcised,Non infected,Shaft,Connective,CD3+CCR10+,23,303.6,1205
2283,3,Circumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,33,303.6,1205
2283,3,Circumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,276.8,2131
2283,3,Circumcised,Non infected,Shaft,Epithelium,CD3+,1,276.8,2131
2283,3,Circumcised,Non infected,Shaft,Epithelium,CD4+,9,276.8,2131
2283,3,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,10,276.8,2131
2283,3,Circumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,60,276.8,2131
2283,3,Circumcised,Non infected,Shaft,Epithelium,CCR10+,0,276.8,2131
2283,3,Circumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,276.8,2131
2292,1,Uncircumcised,Non infected,Glans,All tissue,CD4+CCR10+,1,286.1,2273
2292,1,Uncircumcised,Non infected,Glans,All tissue,CD4+,9,286.1,2273
2292,1,Uncircumcised,Non infected,Glans,All tissue,CD3+CCR10+,17,286.1,2273
2292,1,Uncircumcised,Non infected,Glans,All tissue,CD4+CD3+CCR10+,30,286.1,2273
2292,1,Uncircumcised,Non infected,Glans,All tissue,CD3+,0,286.1,2273
2292,1,Uncircumcised,Non infected,Glans,All tissue,CCR10+,0,286.1,2273
2292,1,Uncircumcised,Non infected,Glans,All tissue,CD4+CD3+,0,286.1,2273
2292,1,Uncircumcised,Non infected,Glans,Connective,CD3+,0,176.1,1294
2292,1,Uncircumcised,Non infected,Glans,Connective,CCR10+,0,176.1,1294
2292,1,Uncircumcised,Non infected,Glans,Connective,CD4+CD3+,0,176.1,1294
2292,1,Uncircumcised,Non infected,Glans,Connective,CD4+CCR10+,1,176.1,1294
2292,1,Uncircumcised,Non infected,Glans,Connective,CD4+,7,176.1,1294
2292,1,Uncircumcised,Non infected,Glans,Connective,CD3+CCR10+,15,176.1,1294
2292,1,Uncircumcised,Non infected,Glans,Connective,CD4+CD3+CCR10+,24,176.1,1294
2292,1,Uncircumcised,Non infected,Glans,Epithelium,CD4+CCR10+,0,110,979
2292,1,Uncircumcised,Non infected,Glans,Epithelium,CD4+,2,110,979
2292,1,Uncircumcised,Non infected,Glans,Epithelium,CD3+CCR10+,2,110,979
2292,1,Uncircumcised,Non infected,Glans,Epithelium,CD4+CD3+CCR10+,6,110,979
2292,1,Uncircumcised,Non infected,Glans,Epithelium,CD3+,0,110,979
2292,1,Uncircumcised,Non infected,Glans,Epithelium,CCR10+,0,110,979
2292,1,Uncircumcised,Non infected,Glans,Epithelium,CD4+CD3+,0,110,979
2292,1,Uncircumcised,Non infected,Shaft,All tissue,CD4+CD3+,1,459.3,3206
2292,1,Uncircumcised,Non infected,Shaft,All tissue,CD4+,3,459.3,3206
2292,1,Uncircumcised,Non infected,Shaft,All tissue,CD4+CCR10+,5,459.3,3206
2292,1,Uncircumcised,Non infected,Shaft,All tissue,CCR10+,10,459.3,3206
2292,1,Uncircumcised,Non infected,Shaft,All tissue,CD3+CCR10+,26,459.3,3206
2292,1,Uncircumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,59,459.3,3206
2292,1,Uncircumcised,Non infected,Shaft,All tissue,CD3+,0,459.3,3206
2292,1,Uncircumcised,Non infected,Shaft,Connective,CD3+,0,246.7,1337
2292,1,Uncircumcised,Non infected,Shaft,Connective,CD4+CD3+,0,246.7,1337
2292,1,Uncircumcised,Non infected,Shaft,Connective,CD4+,3,246.7,1337
2292,1,Uncircumcised,Non infected,Shaft,Connective,CD4+CCR10+,5,246.7,1337
2292,1,Uncircumcised,Non infected,Shaft,Connective,CCR10+,9,246.7,1337
2292,1,Uncircumcised,Non infected,Shaft,Connective,CD3+CCR10+,16,246.7,1337
2292,1,Uncircumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,46,246.7,1337
2292,1,Uncircumcised,Non infected,Shaft,Epithelium,CD4+,0,212.7,1869
2292,1,Uncircumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,212.7,1869
2292,1,Uncircumcised,Non infected,Shaft,Epithelium,CCR10+,1,212.7,1869
2292,1,Uncircumcised,Non infected,Shaft,Epithelium,CD4+CD3+,1,212.7,1869
2292,1,Uncircumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,10,212.7,1869
2292,1,Uncircumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,13,212.7,1869
2292,1,Uncircumcised,Non infected,Shaft,Epithelium,CD3+,0,212.7,1869
2292,2,Uncircumcised,Non infected,Shaft,All tissue,CCR10+,9,473.1,3353
2292,2,Uncircumcised,Non infected,Shaft,All tissue,CD4+,10,473.1,3353
2292,2,Uncircumcised,Non infected,Shaft,All tissue,CD4+CCR10+,14,473.1,3353
2292,2,Uncircumcised,Non infected,Shaft,All tissue,CD3+CCR10+,19,473.1,3353
2292,2,Uncircumcised,Non infected,Shaft,All tissue,CD4+CD3+CCR10+,64,473.1,3353
2292,2,Uncircumcised,Non infected,Shaft,All tissue,CD3+,0,473.1,3353
2292,2,Uncircumcised,Non infected,Shaft,All tissue,CD4+CD3+,0,473.1,3353
2292,2,Uncircumcised,Non infected,Shaft,Connective,CD3+,0,223.1,1357
2292,2,Uncircumcised,Non infected,Shaft,Connective,CD4+CD3+,0,223.1,1357
2292,2,Uncircumcised,Non infected,Shaft,Connective,CD4+,4,223.1,1357
2292,2,Uncircumcised,Non infected,Shaft,Connective,CCR10+,9,223.1,1357
2292,2,Uncircumcised,Non infected,Shaft,Connective,CD3+CCR10+,10,223.1,1357
2292,2,Uncircumcised,Non infected,Shaft,Connective,CD4+CCR10+,14,223.1,1357
2292,2,Uncircumcised,Non infected,Shaft,Connective,CD4+CD3+CCR10+,49,223.1,1357
2292,2,Uncircumcised,Non infected,Shaft,Epithelium,CCR10+,0,250.1,1996
2292,2,Uncircumcised,Non infected,Shaft,Epithelium,CD4+CCR10+,0,250.1,1996
2292,2,Uncircumcised,Non infected,Shaft,Epithelium,CD4+,6,250.1,1996
2292,2,Uncircumcised,Non infected,Shaft,Epithelium,CD3+CCR10+,9,250.1,1996
2292,2,Uncircumcised,Non infected,Shaft,Epithelium,CD4+CD3+CCR10+,15,250.1,1996
2292,2,Uncircumcised,Non infected,Shaft,Epithelium,CD3+,0,250.1,1996
2292,2,Uncircumcised,Non infected,Shaft,Epithelium,CD4+CD3+,0,250.1,1996
2308,1,Circumcised,4h,Glans,All tissue,CD4+CD3+,3,193.7,1194
2308,1,Circumcised,4h,Glans,All tissue,CD4+,10,193.7,1194
2308,1,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,32,193.7,1194
2308,1,Circumcised,4h,Glans,All tissue,CD3+CCR10+,62,193.7,1194
2308,1,Circumcised,4h,Glans,All tissue,CD3+,0,193.7,1194
2308,1,Circumcised,4h,Glans,All tissue,CCR10+,0,193.7,1194
2308,1,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,193.7,1194
2308,1,Circumcised,4h,Glans,Connective,CD3+,0,73.6,273
2308,1,Circumcised,4h,Glans,Connective,CCR10+,0,73.6,273
2308,1,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,73.6,273
2308,1,Circumcised,4h,Glans,Connective,CD4+CD3+,3,73.6,273
2308,1,Circumcised,4h,Glans,Connective,CD4+,10,73.6,273
2308,1,Circumcised,4h,Glans,Connective,CD4+CD3+CCR10+,22,73.6,273
2308,1,Circumcised,4h,Glans,Connective,CD3+CCR10+,29,73.6,273
2308,1,Circumcised,4h,Glans,Epithelium,CD4+,0,120,921
2308,1,Circumcised,4h,Glans,Epithelium,CD4+CD3+,0,120,921
2308,1,Circumcised,4h,Glans,Epithelium,CD4+CD3+CCR10+,10,120,921
2308,1,Circumcised,4h,Glans,Epithelium,CD3+CCR10+,33,120,921
2308,1,Circumcised,4h,Glans,Epithelium,CD3+,0,120,921
2308,1,Circumcised,4h,Glans,Epithelium,CCR10+,0,120,921
2308,1,Circumcised,4h,Glans,Epithelium,CD4+CCR10+,0,120,921
2308,2,Circumcised,4h,Glans,All tissue,CD3+,7,270.4,1633
2308,2,Circumcised,4h,Glans,All tissue,CD4+,7,270.4,1633
2308,2,Circumcised,4h,Glans,All tissue,CD4+CD3+,8,270.4,1633
2308,2,Circumcised,4h,Glans,All tissue,CD4+CD3+CCR10+,44,270.4,1633
2308,2,Circumcised,4h,Glans,All tissue,CD3+CCR10+,59,270.4,1633
2308,2,Circumcised,4h,Glans,All tissue,CCR10+,0,270.4,1633
2308,2,Circumcised,4h,Glans,All tissue,CD4+CCR10+,0,270.4,1633
2308,2,Circumcised,4h,Glans,Connective,CCR10+,0,116.2,413
2308,2,Circumcised,4h,Glans,Connective,CD4+CCR10+,0,116.2,413
2308,2,Circumcised,4h,Glans,Connective,CD3+,6,116.2,413
2308,2,Circumcised,4h,Glans,Connective,CD4+,7,116.2,413
2308,2,Circumcised,4h,Glans,Connective,CD4+CD3+,8,116.2,413
2308,2,Circumcised,4h,Glans,Connective,CD3+CCR10+,34,116.2,413
2308,2,Circumcised,4h,Glans,Connective,CD4+CD3+CCR10+,39,116.2,413
2308,2,Circumcised,4h,Glans,Epithelium,CD4+,0,154.2,1220
2308,2,Circumcised,4h,Glans,Epithelium,CD4+CD3+,0,154.2,1220
2308,2,Circumcised,4h,Glans,Epithelium,CD3+,1,154.2,1220
2308,2,Circumcised,4h,Glans,Epithelium,CD4+CD3+CCR10+,5,154.2,1220
2308,2,Circumcised,4h,Glans,Epithelium,CD3+CCR10+,25,154.2,1220
2308,2,Circumcised,4h,Glans,Epithelium,CCR10+,0,154.2,1220
2308,2,Circumcised,4h,Glans,Epithelium,CD4+CCR10+,0,154.2,1220
2308,1,Circumcised,Non infected,Glans,All tissue,CD4+,11,276.7,1800
2308,1,Circumcised,Non infected,Glans,All tissue,CD4+CD3+CCR10+,13,276.7,1800
2308,1,Circumcised,Non infected,Glans,All tissue,CD3+CCR10+,16,276.7,1800
2308,1,Circumcised,Non infected,Glans,All tissue,CD3+,0,276.7,1800
2308,1,Circumcised,Non infected,Glans,All tissue,CCR10+,0,276.7,1800
2308,1,Circumcised,Non infected,Glans,All tissue,CD4+CCR10+,0,276.7,1800
2308,1,Circumcised,Non infected,Glans,All tissue,CD4+CD3+,0,276.7,1800
2308,1,Circumcised,Non infected,Glans,Connective,CD3+,0,78.3,272
2308,1,Circumcised,Non infected,Glans,Connective,CCR10+,0,78.3,272
2308,1,Circumcised,Non infected,Glans,Connective,CD4+CCR10+,0,78.3,272
2308,1,Circumcised,Non infected,Glans,Connective,CD4+CD3+,0,78.3,272
2308,1,Circumcised,Non infected,Glans,Connective,CD3+CCR10+,6,78.3,272
2308,1,Circumcised,Non infected,Glans,Connective,CD4+,7,78.3,272
2308,1,Circumcised,Non infected,Glans,Connective,CD4+CD3+CCR10+,11,78.3,272
2308,1,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+CCR10+,2,198.4,1528
2308,1,Circumcised,Non infected,Glans,Epithelium,CD4+,4,198.4,1528
2308,1,Circumcised,Non infected,Glans,Epithelium,CD3+CCR10+,10,198.4,1528
2308,1,Circumcised,Non infected,Glans,Epithelium,CD3+,0,198.4,1528
2308,1,Circumcised,Non infected,Glans,Epithelium,CCR10+,0,198.4,1528
2308,1,Circumcised,Non infected,Glans,Epithelium,CD4+CCR10+,0,198.4,1528
2308,1,Circumcised,Non infected,Glans,Epithelium,CD4+CD3+,0,198.4,1528
2308,1,Circumcised,4h,Shaft,All tissue,CD4+CCR10+,1,146.9,824
2308,1,Circumcised,4h,Shaft,All tissue,CD4+CD3+CCR10+,10,146.9,824
